bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
LOC113264180	gene-LOC113264180	OR2W3	gene-OR2W3	OBB
LOC113264181	gene-LOC113264181	OR2W1	gene-OR2W1	OBB
LOC113264182	gene-LOC113264182	OR2W3	gene-OR2W3	OBB
LOC113264183	gene-LOC113264183	OR2B2	gene-OR2B2	RBB
LOC113264201	gene-LOC113264201	SDCBP	gene-SDCBP	OBB
LOC113264211	gene-LOC113264211	OR2G6	gene-OR2G6	OBB
LOC113264213	gene-LOC113264213	OR2B2	gene-OR2B2	OBB
LOC113264214	gene-LOC113264214	H3C12	gene-H3C12	OBB
LOC113264217	gene-LOC113264217	VN1R4	gene-VN1R4	OBB
LOC113264219	gene-LOC113264219	H3C12	gene-H3C12	OBB
LOC113264221	gene-LOC113264221	H2AC1	gene-H2AC1	OBB
LOC113264228	gene-LOC113264228	HLA-A	gene-HLA-A-6	OBB
LOC113264233	gene-LOC113264233	SCOC	gene-SCOC	OBB
LOC113264248	gene-LOC113264248	H2BC9	gene-H2BC9	OBB
LOC113264249	gene-LOC113264249	H2AC17	gene-H2AC17	OBB
LOC113264260	gene-LOC113264260	ERVFRD-1	gene-ERVFRD-1	OBB
LOC113264261	gene-LOC113264261	VN1R2	gene-VN1R2	OBB
LOC113264264	gene-LOC113264264	H1-3	gene-H1-3	OBB
LOC113264268	gene-LOC113264268	H1-3	gene-H1-3	OBB
LOC113264270	gene-LOC113264270	H4C13	gene-H4C13	RBB
LOC113264272	gene-LOC113264272	H2BC3	gene-H2BC3	RBB
LOC113264273	gene-LOC113264273	H3C12	gene-H3C12	OBB
LOC113264274	gene-LOC113264274	H2AC6	gene-H2AC6	RBB
LOC113264275	gene-LOC113264275	H2AC17	gene-H2AC17	OBB
LOC113264276	gene-LOC113264276	H2AC17	gene-H2AC17	RBB
LOC113264277	gene-LOC113264277	H2AC17	gene-H2AC17	OBB
LOC113264278	gene-LOC113264278	H2AC17	gene-H2AC17	OBB
LOC113264279	gene-LOC113264279	H2AC8	gene-H2AC8	RBB
LOC113264280	gene-LOC113264280	H2AC8	gene-H2AC8	OBB
LOC113264281	gene-LOC113264281	H2AC12	gene-H2AC12	RBB
LOC113264282	gene-LOC113264282	H2BC10	gene-H2BC10	RBB
LOC113264283	gene-LOC113264283	H2BC10	gene-H2BC10	OBB
LOC113264284	gene-LOC113264284	H2BC21	gene-H2BC21	OBB
LOC113264285	gene-LOC113264285	H2BC12	gene-H2BC12	OBB
LOC113264286	gene-LOC113264286	H2BC9	gene-H2BC9	RBB
LOC113264287	gene-LOC113264287	H2BC10	gene-H2BC10	OBB
LOC113264288	gene-LOC113264288	H2BC15	gene-H2BC15	RBB
LOC113264289	gene-LOC113264289	H2BC10	gene-H2BC10	OBB
LOC113264290	gene-LOC113264290	H2BC10	gene-H2BC10	OBB
LOC113264291	gene-LOC113264291	H4C13	gene-H4C13	OBB
LOC113264292	gene-LOC113264292	H4C13	gene-H4C13	OBB
LOC113264294	gene-LOC113264294	H4C13	gene-H4C13	OBB
LOC113264295	gene-LOC113264295	H4C13	gene-H4C13	OBB
LOC113264299	gene-LOC113264299	H3C12	gene-H3C12	OBB
LOC113264300	gene-LOC113264300	H3C12	gene-H3C12	OBB
LOC113264301	gene-LOC113264301	BTN2A1	gene-BTN2A1	RBB
LOC113264302	gene-LOC113264302	H3C12	gene-H3C12	OBB
LOC113264317	gene-LOC113264317	H2AC1	gene-H2AC1	RBB
LOC113264318	gene-LOC113264318	H2BC1	gene-H2BC1	RBB
LOC113264320	gene-LOC113264320	H2BC1	gene-H2BC1	OBB
LOC113264440	gene-LOC113264440	GCNT2	gene-GCNT2	RBB
LOC113264443	gene-LOC113264443	TMEM14C	gene-TMEM14C	RBB
LOC113264492	gene-LOC113264492	PPIA	gene-PPIA	OBB
LOC113264493	gene-LOC113264493	SLC23A2	gene-SLC23A2	OBB
LOC113264682	gene-LOC113264682	RPL36A	gene-RPL36A	OBB
LOC113264790	gene-LOC113264790	COX6B1	gene-COX6B1	OBB
LOC113264793	gene-LOC113264793	ATMIN	gene-ATMIN	OBB
LOC113264867	gene-LOC113264867	ZC3HAV1	gene-ZC3HAV1	RBB
LOC113264875	gene-LOC113264875	OR4C3	gene-OR4C3	RBB
LOC113264876	gene-LOC113264876	OR4B1	gene-OR4B1	OBB
LOC113264877	gene-LOC113264877	OR4S1	gene-OR4S1	RBB
LOC113264878	gene-LOC113264878	OR4X1	gene-OR4X1	RBB
LOC113264879	gene-LOC113264879	OR4X2	gene-OR4X2	RBB
LOC113264881	gene-LOC113264881	OR4B1	gene-OR4B1	RBB
LOC113264882	gene-LOC113264882	OR4S2	gene-OR4S2	OBB
LOC113264898	gene-LOC113264898	FSHB	gene-FSHB	RBB
LOC113264914	gene-LOC113264914	SAA1	gene-SAA1	OBB
LOC113264917	gene-LOC113264917	OR4C5	gene-OR4C5	RBB
LOC113264920	gene-LOC113264920	HSP90AB1	gene-HSP90AB1	OBB
LOC113264939	gene-LOC113264939	OR4C45	gene-OR4C45-2	OBB
LOC113264940	gene-LOC113264940	OR4C45	gene-OR4C45-2	OBB
LOC113264942	gene-LOC113264942	OR4C3	gene-OR4C3	OBB
LOC113264943	gene-LOC113264943	OR4S2	gene-OR4S2	OBB
LOC113264944	gene-LOC113264944	OR4B1	gene-OR4B1	OBB
LOC113265012	gene-LOC113265012	EXT2	gene-EXT2	RBB
LOC113265019	gene-LOC113265019	RPL17-C18orf32	gene-RPL17-C18orf32	OBB
LOC113265101	gene-LOC113265101	ZNF875	gene-ZNF875	OBB
LOC113265157	gene-LOC113265157	ICAM5	gene-ICAM5	OBB
LOC113265172	gene-LOC113265172	KRT17	gene-KRT17	RBB
LOC113265174	gene-LOC113265174	KRT13	gene-KRT13	RBB
LOC113265176	gene-LOC113265176	KRT37	gene-KRT37	RBB
LOC113265177	gene-LOC113265177	KRT38	gene-KRT38	OBB
LOC113265195	gene-LOC113265195	CD300LF	gene-CD300LF	OBB
LOC113265197	gene-LOC113265197	CD300H	gene-CD300H	RBB
LOC113265198	gene-LOC113265198	CD300H	gene-CD300H	OBB
LOC113265199	gene-LOC113265199	CD300LB	gene-CD300LB	RBB
LOC113265233	gene-LOC113265233	ABCA8	gene-ABCA8	RBB
LOC113265261	gene-LOC113265261	OR9A4	gene-OR9A4	OBB
LOC113265267	gene-LOC113265267	OR9A4	gene-OR9A4	RBB
LOC113265291	gene-LOC113265291	TACO1	gene-TACO1	RBB
LOC113265294	gene-LOC113265294	ACE	gene-ACE	OBB
LOC113265295	gene-LOC113265295	ACE	gene-ACE	RBB
LOC113265298	gene-LOC113265298	CYB561	gene-CYB561	RBB
LOC113265314	gene-LOC113265314	ARF1	gene-ARF1	OBB
LOC113265319	gene-LOC113265319	OR9A4	gene-OR9A4	OBB
LOC113265341	gene-LOC113265341	MOXD1	gene-MOXD1	OBB
LOC113265347	gene-LOC113265347	TRBC1	gene-TRBC1	RBB
LOC113265394	gene-LOC113265394	AOC3	gene-AOC3	OBB
LOC113265403	gene-LOC113265403	COA3	gene-COA3	RBB
LOC113265410	gene-LOC113265410	TUBG2	gene-TUBG2	RBB
LOC113265411	gene-LOC113265411	TUBG1	gene-TUBG1	OBB
LOC113265424	gene-LOC113265424	STAT5B	gene-STAT5B	RBB
LOC113265449	gene-LOC113265449	KRT16	gene-KRT16	RBB
LOC113265450	gene-LOC113265450	KRT14	gene-KRT14	RBB
LOC113265451	gene-LOC113265451	KRT15	gene-KRT15	RBB
LOC113265452	gene-LOC113265452	KRT19	gene-KRT19	RBB
LOC113265456	gene-LOC113265456	KRTAP16-1	gene-KRTAP16-1	RBB
LOC113265458	gene-LOC113265458	KRT31	gene-KRT31	RBB
LOC113265460	gene-LOC113265460	KRTAP2-4	gene-KRTAP2-4	RBB
LOC113265462	gene-LOC113265462	KRTAP3-3	gene-KRTAP3-3	RBB
LOC113265463	gene-LOC113265463	KRTAP3-1	gene-KRTAP3-1	RBB
LOC113265471	gene-LOC113265471	KRT26	gene-KRT26	RBB
LOC113265522	gene-LOC113265522	TFCP2L1	gene-TFCP2L1	OBB
LOC113265615	gene-LOC113265615	OR2A5	gene-OR2A5	RBB
LOC113265650	gene-LOC113265650	COX11	gene-COX11	RBB
LOC113265664	gene-LOC113265664	ABCA10	gene-ABCA10	OBB
LOC113265668	gene-LOC113265668	CDC42	gene-CDC42	OBB
LOC113265672	gene-LOC113265672	LRRC37A3	gene-LRRC37A3	RBB
LOC113265681	gene-LOC113265681	KRT17	gene-KRT17	OBB
LOC113265682	gene-LOC113265682	KRTAP9-1	gene-KRTAP9-1-2	OBB
LOC113265683	gene-LOC113265683	LOC100996750	gene-LOC100996750	OBB
LOC113265684	gene-LOC113265684	KRTAP1-3	gene-KRTAP1-3	OBB
LOC113265736	gene-LOC113265736	PPP4R3B	gene-PPP4R3B	OBB
LOC113265737	gene-LOC113265737	MAGEB10	gene-MAGEB10	RBB
LOC113265738	gene-LOC113265738	MAGEB18	gene-MAGEB18	OBB
LOC113265747	gene-LOC113265747	FTH1	gene-FTH1	OBB
LOC113265755	gene-LOC113265755	PRSS1	gene-PRSS1	RBB
LOC113265761	gene-LOC113265761	FTH1	gene-FTH1	OBB
LOC113265762	gene-LOC113265762	FAM47E	gene-FAM47E	OBB
LOC113265763	gene-LOC113265763	NDUFA1	gene-NDUFA1	OBB
LOC113265764	gene-LOC113265764	FTH1	gene-FTH1	OBB
LOC113265765	gene-LOC113265765	FTH1	gene-FTH1	OBB
LOC113265795	gene-LOC113265795	TATDN2	gene-TATDN2	OBB
LOC113265798	gene-LOC113265798	DCAF8	gene-DCAF8	OBB
LOC113265799	gene-LOC113265799	MAGEB10	gene-MAGEB10	OBB
LOC113265802	gene-LOC113265802	MAGEB4	gene-MAGEB4	OBB
LOC113265806	gene-LOC113265806	MAGEB4	gene-MAGEB4	RBB
LOC113265809	gene-LOC113265809	RLIM	gene-RLIM	OBB
LOC113265813	gene-LOC113265813	MAGEB16	gene-MAGEB16	RBB
LOC113265816	gene-LOC113265816	CYBB	gene-CYBB	RBB
LOC113265818	gene-LOC113265818	H2AP	gene-H2AP	RBB
LOC113265824	gene-LOC113265824	SSX1	gene-SSX1	RBB
LOC113265843	gene-LOC113265843	MAGEB16	gene-MAGEB16	OBB
LOC113265845	gene-LOC113265845	NDUFA12	gene-NDUFA12	OBB
LOC113265849	gene-LOC113265849	FTH1	gene-FTH1	OBB
LOC113265850	gene-LOC113265850	PRRG1	gene-PRRG1	OBB
LOC113265853	gene-LOC113265853	FTH1	gene-FTH1	OBB
LOC113265862	gene-LOC113265862	EEF1A1	gene-EEF1A1	OBB
LOC113265863	gene-LOC113265863	FTL	gene-FTL	OBB
LOC113265870	gene-LOC113265870	SLPI	gene-SLPI	OBB
LOC113265892	gene-LOC113265892	TRGC2	gene-TRGC2	OBB
LOC113265893	gene-LOC113265893	RPL27A	gene-RPL27A	OBB
LOC113265899	gene-LOC113265899	MAOA	gene-MAOA	RBB
LOC113265956	gene-LOC113265956	EEF1A1	gene-EEF1A1	OBB
LOC113265964	gene-LOC113265964	EEF1A1	gene-EEF1A1	OBB
LOC113265995	gene-LOC113265995	SPACA5B	gene-SPACA5B	RBB
LOC113266003	gene-LOC113266003	SUPT20H	gene-SUPT20H	OBB
LOC113266102	gene-LOC113266102	RPL35A	gene-RPL35A	OBB
LOC113266111	gene-LOC113266111	DCTN6	gene-DCTN6	OBB
LOC113266123	gene-LOC113266123	SRP54	gene-SRP54	RBB
LOC113266168	gene-LOC113266168	EEF1A1	gene-EEF1A1	OBB
LOC113266261	gene-LOC113266261	GLT6D1	gene-GLT6D1	OBB
LOC113266263	gene-LOC113266263	OR1L8	gene-OR1L8	OBB
LOC113266264	gene-LOC113266264	OR1J4	gene-OR1J4	OBB
LOC113266265	gene-LOC113266265	RPL35A	gene-RPL35A	OBB
LOC113266266	gene-LOC113266266	TUBB3	gene-TUBB3	OBB
LOC113266268	gene-LOC113266268	OR1L8	gene-OR1L8	OBB
LOC113266269	gene-LOC113266269	OR1N2	gene-OR1N2	OBB
LOC113266270	gene-LOC113266270	OR1Q1	gene-OR1Q1	RBB
LOC113266271	gene-LOC113266271	OR1L3	gene-OR1L3	RBB
LOC113266272	gene-LOC113266272	OR1L3	gene-OR1L3	OBB
LOC113266273	gene-LOC113266273	OR1G1	gene-OR1G1	OBB
LOC113266278	gene-LOC113266278	PPIA	gene-PPIA	OBB
LOC113266286	gene-LOC113266286	PAEP	gene-PAEP	OBB
LOC113266288	gene-LOC113266288	LCN15	gene-LCN15	OBB
LOC113266303	gene-LOC113266303	LCN9	gene-LCN9	OBB
LOC113266304	gene-LOC113266304	ZNF268	gene-ZNF268	OBB
LOC113266329	gene-LOC113266329	ORM2	gene-ORM2	OBB
LOC113266334	gene-LOC113266334	COX7C	gene-COX7C	OBB
LOC113266349	gene-LOC113266349	CUTA	gene-CUTA	OBB
LOC113266375	gene-LOC113266375	OR1J4	gene-OR1J4	RBB
LOC113266376	gene-LOC113266376	OR1J1	gene-OR1J1	RBB
LOC113266378	gene-LOC113266378	OR1L4	gene-OR1L4	RBB
LOC113266411	gene-LOC113266411	HPRT1	gene-HPRT1	OBB
LOC113266534	gene-LOC113266534	HYAL4	gene-HYAL4	RBB
LOC113266557	gene-LOC113266557	ABO	gene-ABO-2	RBB
LOC113266558	gene-LOC113266558	ABO	gene-ABO-2	OBB
LOC113266563	gene-LOC113266563	SURF1	gene-SURF1	RBB
LOC113266586	gene-LOC113266586	FCN1	gene-FCN1	RBB
LOC113266600	gene-LOC113266600	RPS23	gene-RPS23	OBB
LOC113266604	gene-LOC113266604	HINT1	gene-HINT1	OBB
LOC113266606	gene-LOC113266606	OR1L1	gene-OR1L1	OBB
LOC113266607	gene-LOC113266607	OR1L8	gene-OR1L8	OBB
LOC113266608	gene-LOC113266608	OR1J2	gene-OR1J2	OBB
LOC113266609	gene-LOC113266609	OR1J2	gene-OR1J2	OBB
LOC113266610	gene-LOC113266610	OR9A4	gene-OR9A4	OBB
LOC113266611	gene-LOC113266611	OR1J2	gene-OR1J2	OBB
LOC113266612	gene-LOC113266612	OR1N2	gene-OR1N2	RBB
LOC113266613	gene-LOC113266613	OR1N2	gene-OR1N2	OBB
LOC113266614	gene-LOC113266614	OR1N2	gene-OR1N2	OBB
LOC113266615	gene-LOC113266615	OR1M1	gene-OR1M1	OBB
LOC113266616	gene-LOC113266616	OR5V1	gene-OR5V1-5	OBB
LOC113266617	gene-LOC113266617	OR1B1	gene-OR1B1	RBB
LOC113266618	gene-LOC113266618	OR1L1	gene-OR1L1	RBB
LOC113266619	gene-LOC113266619	OR1L6	gene-OR1L6	RBB
LOC113266620	gene-LOC113266620	OR1L6	gene-OR1L6	OBB
LOC113266621	gene-LOC113266621	OR9A4	gene-OR9A4	OBB
LOC113266622	gene-LOC113266622	OR1L6	gene-OR1L6	OBB
LOC113266623	gene-LOC113266623	OR1F1	gene-OR1F1	OBB
LOC113266624	gene-LOC113266624	OR5C1	gene-OR5C1	RBB
LOC113266625	gene-LOC113266625	OR1K1	gene-OR1K1	RBB
LOC113266633	gene-LOC113266633	OR6V1	gene-OR6V1	OBB
LOC113266657	gene-LOC113266657	HMG20A	gene-HMG20A	OBB
LOC113266677	gene-LOC113266677	OR2F1	gene-OR2F1	RBB
LOC113266687	gene-LOC113266687	OR2F1	gene-OR2F1	OBB
LOC113266690	gene-LOC113266690	OR6B1	gene-OR6B1	RBB
LOC113266691	gene-LOC113266691	MAN2B2	gene-MAN2B2	RBB
LOC113266695	gene-LOC113266695	OR2A25	gene-OR2A25-2	RBB
LOC113266701	gene-LOC113266701	OR2A12	gene-OR2A12	RBB
LOC113266707	gene-LOC113266707	OR2A14	gene-OR2A14	RBB
LOC113266737	gene-LOC113266737	RPL37A	gene-RPL37A	OBB
LOC113266744	gene-LOC113266744	GBA3	gene-GBA3-2	RBB
LOC113266755	gene-LOC113266755	FAIM2	gene-FAIM2	OBB
LOC113266775	gene-LOC113266775	RPLP1	gene-RPLP1	OBB
LOC113266778	gene-LOC113266778	LGALS7B	gene-LGALS7B	OBB
LOC113266789	gene-LOC113266789	COX7C	gene-COX7C	OBB
LOC113266805	gene-LOC113266805	TMEM132B	gene-TMEM132B	OBB
LOC113266813	gene-LOC113266813	OAS3	gene-OAS3	RBB
LOC113266820	gene-LOC113266820	SGSM1	gene-SGSM1	RBB
LOC113266825	gene-LOC113266825	ZNF84	gene-ZNF84	RBB
LOC113266828	gene-LOC113266828	TUBB	gene-TUBB	OBB
LOC113266829	gene-LOC113266829	ZNF140	gene-ZNF140	RBB
LOC113266907	gene-LOC113266907	RPL9	gene-RPL9	OBB
LOC113266977	gene-LOC113266977	NDUFA4	gene-NDUFA4	OBB
LOC113267025	gene-LOC113267025	SRRM4	gene-SRRM4	OBB
LOC113267043	gene-LOC113267043	COX6A1	gene-COX6A1	OBB
LOC113267056	gene-LOC113267056	TMSB4X	gene-TMSB4X	OBB
LOC113267068	gene-LOC113267068	TRBV3-1	gene-TRBV3-1	RBB
LOC113267076	gene-LOC113267076	TRBC1	gene-TRBC1	OBB
LOC113267143	gene-LOC113267143	IGHE	gene-IGHE	RBB
LOC113267145	gene-LOC113267145	IGHA2	gene-IGHA2-2	OBB
LOC113267154	gene-LOC113267154	OR6V1	gene-OR6V1	RBB
LOC113267162	gene-LOC113267162	SERPINA1	gene-SERPINA1-2	OBB
LOC113267172	gene-LOC113267172	TMEM121	gene-TMEM121	RBB
LOC113267173	gene-LOC113267173	CRIP1	gene-CRIP1	RBB
LOC113267174	gene-LOC113267174	CRIP2	gene-CRIP2	RBB
LOC113267175	gene-LOC113267175	OR2F1	gene-OR2F1	OBB
LOC113267183	gene-LOC113267183	OR5V1	gene-OR5V1	OBB
LOC113267187	gene-LOC113267187	OR2F1	gene-OR2F1	OBB
LOC113267216	gene-LOC113267216	COA8	gene-COA8	RBB
LOC113267227	gene-LOC113267227	RAP2C	gene-RAP2C	OBB
LOC113267281	gene-LOC113267281	CYP46A1	gene-CYP46A1	RBB
LOC113267311	gene-LOC113267311	SERPINA11	gene-SERPINA11	RBB
LOC113267312	gene-LOC113267312	SERPINA1	gene-SERPINA1-2	RBB
LOC113267317	gene-LOC113267317	SERPINA6	gene-SERPINA6	RBB
LOC113267403	gene-LOC113267403	SERPINA1	gene-SERPINA1-2	OBB
LOC113267407	gene-LOC113267407	TMSB4X	gene-TMSB4X	OBB
LOC113267498	gene-LOC113267498	ACSM4	gene-ACSM4	RBB
LOC113267499	gene-LOC113267499	ACSM3	gene-ACSM3	OBB
LOC113267501	gene-LOC113267501	ABCA3	gene-ABCA3	OBB
LOC113267510	gene-LOC113267510	ZNF764	gene-ZNF764	RBB
LOC113267511	gene-LOC113267511	CLCF1	gene-CLCF1	OBB
LOC113267528	gene-LOC113267528	OR10R2	gene-OR10R2	OBB
LOC113267539	gene-LOC113267539	RPS6	gene-RPS6	OBB
LOC113267546	gene-LOC113267546	ABCA3	gene-ABCA3	OBB
LOC113267547	gene-LOC113267547	ABCA3	gene-ABCA3	OBB
LOC113267549	gene-LOC113267549	UQCRC2	gene-UQCRC2	RBB
LOC113267633	gene-LOC113267633	EIF3C	gene-EIF3C	RBB
LOC113267642	gene-LOC113267642	SULT1A2	gene-SULT1A2	RBB
LOC113267653	gene-LOC113267653	LOC112694756	gene-LOC112694756	RBB
LOC113267676	gene-LOC113267676	PHETA1	gene-PHETA1	OBB
LOC113267690	gene-LOC113267690	ZNF688	gene-ZNF688	OBB
LOC113267721	gene-LOC113267721	PYCARD	gene-PYCARD	RBB
LOC113267750	gene-LOC113267750	CNN3	gene-CNN3	OBB
LOC113267752	gene-LOC113267752	SULT1C4	gene-SULT1C4	RBB
LOC113267757	gene-LOC113267757	TYW1	gene-TYW1	RBB
LOC113267771	gene-LOC113267771	GTF2IRD2B	gene-GTF2IRD2B	RBB
LOC113267788	gene-LOC113267788	BICDL1	gene-BICDL1	OBB
LOC113267793	gene-LOC113267793	RANBP2	gene-RANBP2	RBB
LOC113267808	gene-LOC113267808	POR	gene-POR	RBB
LOC113267818	gene-LOC113267818	UPK3BL1	gene-UPK3BL1	RBB
LOC113267819	gene-LOC113267819	RASA4	gene-RASA4	RBB
LOC113267858	gene-LOC113267858	IRS1	gene-IRS1	OBB
LOC113267877	gene-LOC113267877	NXPE3	gene-NXPE3	OBB
LOC113267886	gene-LOC113267886	PILRA	gene-PILRA	OBB
LOC113267890	gene-LOC113267890	ZKSCAN1	gene-ZKSCAN1	RBB
LOC113267894	gene-LOC113267894	ZNF655	gene-ZNF655	RBB
LOC113267896	gene-LOC113267896	OR2AE1	gene-OR2AE1	RBB
LOC113267897	gene-LOC113267897	OR1F1	gene-OR1F1	OBB
LOC113267901	gene-LOC113267901	CYP3A4	gene-CYP3A4	OBB
LOC113267902	gene-LOC113267902	CYP3A4	gene-CYP3A4	OBB
LOC113267907	gene-LOC113267907	ZNF892	gene-ZNF892	OBB
LOC113267916	gene-LOC113267916	MYH7	gene-MYH7	OBB
LOC113267950	gene-LOC113267950	ZNF658	gene-ZNF658	OBB
LOC113267954	gene-LOC113267954	ZNF300	gene-ZNF300	OBB
LOC113267955	gene-LOC113267955	SPDYE4	gene-SPDYE4	RBB
LOC113267981	gene-LOC113267981	RPL38	gene-RPL38	OBB
LOC113267995	gene-LOC113267995	COX6A2	gene-COX6A2	RBB
LOC113268010	gene-LOC113268010	RPS17	gene-RPS17	OBB
LOC113268059	gene-LOC113268059	CYP7B1	gene-CYP7B1	RBB
LOC113268090	gene-LOC113268090	ATP5MF	gene-ATP5MF	OBB
LOC113268096	gene-LOC113268096	CSDE1	gene-CSDE1	OBB
LOC113268145	gene-LOC113268145	FTL	gene-FTL	OBB
LOC113268151	gene-LOC113268151	MRPL46	gene-MRPL46	OBB
LOC113268152	gene-LOC113268152	CYP7A1	gene-CYP7A1	RBB
LOC113268159	gene-LOC113268159	TMEM258	gene-TMEM258	OBB
LOC113268171	gene-LOC113268171	IL36G	gene-IL36G	RBB
LOC113268188	gene-LOC113268188	IL36G	gene-IL36G	OBB
LOC113268196	gene-LOC113268196	PTAFR	gene-PTAFR	OBB
LOC113268223	gene-LOC113268223	CELA3B	gene-CELA3B	RBB
LOC113268300	gene-LOC113268300	AGO4	gene-AGO4	RBB
LOC113268362	gene-LOC113268362	MTMR9	gene-MTMR9	OBB
LOC113268382	gene-LOC113268382	ODC1	gene-ODC1	OBB
LOC113268401	gene-LOC113268401	SRGN	gene-SRGN	OBB
LOC113268544	gene-LOC113268544	SCAND1	gene-SCAND1	OBB
LOC113268554	gene-LOC113268554	TMEM258	gene-TMEM258	OBB
LOC113268557	gene-LOC113268557	SLC7A9	gene-SLC7A9	OBB
LOC113268586	gene-LOC113268586	AKR7A2	gene-AKR7A2	OBB
LOC113268611	gene-LOC113268611	EEF1A1	gene-EEF1A1	OBB
LOC113268622	gene-LOC113268622	PLA2G2E	gene-PLA2G2E	RBB
LOC113268656	gene-LOC113268656	FCGR3A	gene-FCGR3A	RBB
LOC113268661	gene-LOC113268661	PSME3	gene-PSME3	OBB
LOC113268712	gene-LOC113268712	IL36RN	gene-IL36RN	RBB
LOC113268718	gene-LOC113268718	MTARC2	gene-MTARC2	OBB
LOC113268732	gene-LOC113268732	SNRPF	gene-SNRPF	OBB
LOC113268744	gene-LOC113268744	REG3G	gene-REG3G	RBB
LOC113268750	gene-LOC113268750	REG3G	gene-REG3G	OBB
LOC113268760	gene-LOC113268760	FCGR2B	gene-FCGR2B	RBB
LOC113268763	gene-LOC113268763	FMO5	gene-FMO5	OBB
LOC113268818	gene-LOC113268818	OR4D1	gene-OR4D1	RBB
LOC113268836	gene-LOC113268836	MICOS10	gene-MICOS10	OBB
LOC113268837	gene-LOC113268837	OR1G1	gene-OR1G1	RBB
LOC113268838	gene-LOC113268838	OR3A2	gene-OR3A2	OBB
LOC113268839	gene-LOC113268839	OR1R1P	gene-OR1R1P	RBB
LOC113268840	gene-LOC113268840	OR1E1	gene-OR1E1	OBB
LOC113268942	gene-LOC113268942	CCL14	gene-CCL14	RBB
LOC113268943	gene-LOC113268943	CCL23	gene-CCL23	RBB
LOC113268946	gene-LOC113268946	CCL3	gene-CCL3	OBB
LOC113268947	gene-LOC113268947	CCL3L3	gene-CCL3L3	OBB
LOC113268948	gene-LOC113268948	CCL3L3	gene-CCL3L3	RBB
LOC113268949	gene-LOC113268949	CCL4	gene-CCL4	RBB
LOC113268965	gene-LOC113268965	SLFN5	gene-SLFN5	RBB
LOC113268976	gene-LOC113268976	CCL7	gene-CCL7	RBB
LOC113268977	gene-LOC113268977	CCL13	gene-CCL13	RBB
LOC113268978	gene-LOC113268978	CCL2	gene-CCL2	RBB
LOC113268985	gene-LOC113268985	H2BN1	gene-H2BN1	RBB
LOC113269027	gene-LOC113269027	SULT1C3	gene-SULT1C3	RBB
LOC113269184	gene-LOC113269184	DBI	gene-DBI	OBB
LOC113269186	gene-LOC113269186	OR1D2	gene-OR1D2	OBB
LOC113269187	gene-LOC113269187	OR1D2	gene-OR1D2	RBB
LOC113269188	gene-LOC113269188	OR1E1	gene-OR1E1	RBB
LOC113269189	gene-LOC113269189	OR1A1	gene-OR1A1	RBB
LOC113269190	gene-LOC113269190	OR1A1	gene-OR1A1	OBB
LOC113269191	gene-LOC113269191	OR1A1	gene-OR1A1	OBB
LOC113269192	gene-LOC113269192	OR1N1	gene-OR1N1	OBB
LOC113269193	gene-LOC113269193	OR1D2	gene-OR1D2	OBB
LOC113269194	gene-LOC113269194	OR3A2	gene-OR3A2	OBB
LOC113269195	gene-LOC113269195	OR3A1	gene-OR3A1	RBB
LOC113269196	gene-LOC113269196	OR3A2	gene-OR3A2	OBB
LOC113269197	gene-LOC113269197	OR3A1	gene-OR3A1	OBB
LOC113269233	gene-LOC113269233	OR51C1P	gene-OR51C1P	OBB
LOC113269234	gene-LOC113269234	OR51C1P	gene-OR51C1P	OBB
LOC113269235	gene-LOC113269235	OR51C1P	gene-OR51C1P	OBB
LOC113269236	gene-LOC113269236	OR51E2	gene-OR51E2	RBB
LOC113269237	gene-LOC113269237	OR51C1P	gene-OR51C1P	RBB
LOC113269240	gene-LOC113269240	OR51E1	gene-OR51E1	RBB
LOC113269241	gene-LOC113269241	OR51D1	gene-OR51D1	RBB
LOC113269245	gene-LOC113269245	OR52I1	gene-OR52I1	RBB
LOC113269246	gene-LOC113269246	OR52M1	gene-OR52M1	RBB
LOC113269265	gene-LOC113269265	LRTOMT	gene-LRTOMT	RBB
LOC113269269	gene-LOC113269269	FOLR3	gene-FOLR3	OBB
LOC113269274	gene-LOC113269274	ARAP1	gene-ARAP1	RBB
LOC113269300	gene-LOC113269300	COA4	gene-COA4	RBB
LOC113269343	gene-LOC113269343	GUCY2F	gene-GUCY2F	OBB
LOC113269382	gene-LOC113269382	ALLC	gene-ALLC	RBB
LOC113269421	gene-LOC113269421	NOX4	gene-NOX4	OBB
LOC113269424	gene-LOC113269424	FOLH1	gene-FOLH1	OBB
LOC113269425	gene-LOC113269425	TRIM64C	gene-TRIM64C	OBB
LOC113269427	gene-LOC113269427	OR51V1	gene-OR51V1	RBB
LOC113269428	gene-LOC113269428	OR51V1	gene-OR51V1	OBB
LOC113269429	gene-LOC113269429	OR52K1	gene-OR52K1	OBB
LOC113269431	gene-LOC113269431	OR51I2	gene-OR51I2	OBB
LOC113269432	gene-LOC113269432	OR51L1	gene-OR51L1	OBB
LOC113269433	gene-LOC113269433	OR51G2	gene-OR51G2	OBB
LOC113269434	gene-LOC113269434	OR51G2	gene-OR51G2	OBB
LOC113269435	gene-LOC113269435	OR51V1	gene-OR51V1	OBB
LOC113269436	gene-LOC113269436	OR52D1	gene-OR52D1	OBB
