Geneid,Length
113255811:nbis-pseudogene-1246:LOC113255811,372
113255812:nbis-pseudogene-1247:LOC113255812,2289
113255813:nbis-pseudogene-1248:LOC113255813,718
113255679:gene-PCDH18:PCDH18,5256
113255852:gene-LOC113255852:LOC113255852,62
113255479:nbis-pseudogene-1207:LOC113255479,398
130543339:gene-LOC130543339:LOC130543339,1453
113255680:gene-SLC7A11:SLC7A11,2368
130543341:gene-LOC130543341:LOC130543341,1445
123001090:gene-LOC123001090:LOC123001090,11501
113255480:nbis-pseudogene-1208:LOC113255480,1000
113255814:nbis-pseudogene-1249:LOC113255814,286
113255683:gene-NOCT:NOCT,29265
113255682:gene-ELF2:ELF2,12492
113255684:gene-MGARP:MGARP,1131
113255686:gene-NDUFC1:NDUFC1,502
113255685:gene-NAA15:NAA15,5193
113255687:gene-RAB33B:RAB33B,7280
113255688:gene-SETD7:SETD7,8896
113255690:gene-MGST2:MGST2,5241
113255691:gene-MAML3:MAML3,5128
130543342:gene-LOC130543342:LOC130543342,951
113255693:gene-SCOC:SCOC,1953
113255695:gene-CLGN:CLGN,3684
113255696:gene-MGAT4D:MGAT4D,2244
113255697:gene-ELMOD2:ELMOD2,4983
113255481:gene-UCP1:UCP1,3816
113255699:gene-TBC1D9:TBC1D9,6165
113255828:gene-LOC113255828:LOC113255828,105
113255701:gene-RNF150:RNF150,11870
113255703:gene-ZNF330:ZNF330,73211
113255434:nbis-pseudogene-1191:LOC113255434,1591
113255482:nbis-pseudogene-1209:LOC113255482,2038
130543344:gene-LOC130543344:LOC130543344,585
113255706:gene-IL15:IL15,16815
113255708:gene-INPP4B:INPP4B,10852
123001093:gene-LOC123001093:LOC123001093,1368
113255838:gene-LOC113255838:LOC113255838,104
130543345:gene-LOC130543345:LOC130543345,742
113255713:gene-LOC113255713:LOC113255713,8135
113255829:gene-LOC113255829:LOC113255829,107
113255712:gene-USP38:USP38,5900
130543308:gene-LOC130543308:LOC130543308,458
113255714:gene-GAB1:GAB1,42793
113255483:nbis-pseudogene-1210:LOC113255483,800
113255716:gene-SMARCA5:SMARCA5,4891
113255717:gene-FREM3:FREM3,8382
113255847:gene-LOC113255847:LOC113255847,104
113255435:nbis-pseudogene-1192:LOC113255435,1114
113255484:nbis-pseudogene-1211:LOC113255484,970
130543309:gene-LOC130543309:LOC130543309,1174
123001108:gene-LOC123001108:LOC123001108,1114
113255719:gene-HHIP:HHIP,9304
113255485:nbis-pseudogene-1212:LOC113255485,476
113255720:gene-ANAPC10:ANAPC10,16967
113255722:gene-ABCE1:ABCE1,2903
113255723:gene-OTUD4:OTUD4,8235
113255724:gene-SMAD1:SMAD1,24220
130543311:gene-LOC130543311:LOC130543311,2329
113255725:gene-MMAA:MMAA,3794
113255726:gene-ZNF827:ZNF827,4652
113255727:gene-LSM6:LSM6,835
113255486:gene-REELD1:REELD1,1581
113255729:gene-SLC10A7:SLC10A7,4637
113255487:gene-POU4F2:POU4F2,1227
113255436:nbis-pseudogene-1193:LOC113255436,760
113255730:gene-TTC29:TTC29,3417
113255857:nbis-pseudogene-1254:LOC113255857,170
113255488:gene-LOC113255488:LOC113255488,573
113255830:gene-LOC113255830:LOC113255830,102
113255732:gene-EDNRA:EDNRA,4057
113255736:gene-TMEM184C:TMEM184C,1912
113255735:gene-PRMT9:PRMT9,6211
130543346:gene-LOC130543346:LOC130543346,597
125281001:gene-LOC125281001:LOC125281001,2190
113255740:gene-ARHGAP10:ARHGAP10,3266
130543347:gene-LOC130543347:LOC130543347,10828
113255738:gene-NR3C2:NR3C2,6693
113255835:gene-LOC113255835:LOC113255835,104
113255511:nbis-pseudogene-1220:LOC113255511,527
113255437:gene-IQCM:IQCM,1299
113255438:nbis-pseudogene-1194:LOC113255438,1757
113255744:gene-DCLK2:DCLK2,10461
113255745:gene-LRBA:LRBA,10637
130543348:gene-LOC130543348:LOC130543348,11503
113255747:gene-MAB21L2:MAB21L2,19261
113255748:gene-RPS3A:RPS3A,960
113255853:gene-LOC113255853:LOC113255853,73
113255854:gene-LOC113255854:LOC113255854,69
113255750:gene-SH3D19:SH3D19,6164
113255751:gene-LOC113255751:LOC113255751,269
113255752:gene-PRSS48:PRSS48,1566
113255489:nbis-pseudogene-1213:LOC113255489,450
113255755:gene-FHIP1A:FHIP1A,11837
113255756:gene-GATB:GATB,2206
130543349:gene-LOC130543349:LOC130543349,7803
113255759:gene-FBXW7:FBXW7,14085
113255831:gene-LOC113255831:LOC113255831,105
113255761:gene-TMEM154:TMEM154,8116
113255762:gene-TIGD4:TIGD4,14411
113255763:gene-ARFIP1:ARFIP1,3478
125281024:gene-TRNAR-CCU-4:TRNAR-CCU,73
113255765:gene-FHDC1:FHDC1,6380
113255766:gene-TRIM2:TRIM2,6774
113255845:nbis-pseudogene-1252:LOC113255845,99
113255439:gene-MND1:MND1,2447
113255767:gene-TMEM131L:TMEM131L,5136
130543350:gene-LOC130543350:LOC130543350,45918
123001096:gene-LOC123001096:LOC123001096,3722
123001109:gene-LOC123001109:LOC123001109,638
113255769:gene-TLR2:TLR2,2780
113255770:gene-RNF175:RNF175,1609
113255771:gene-SFRP2:SFRP2,2040
113255440:gene-DCHS2:DCHS2,10254
113255772:gene-PLRG1:PLRG1,3435
113255441:gene-FGB:FGB,1958
125281007:gene-LOC125281007:LOC125281007,770
113255773:gene-FGA:FGA,3984
113255774:gene-FGG:FGG,2361
113255775:gene-LRAT:LRAT,28999
113255778:gene-RBM46:RBM46,1458
113255779:gene-NPY2R:NPY2R,4631
113255780:gene-MAP9:MAP9,6059
113255494:nbis-pseudogene-1214:LOC113255494,397
113255781:gene-GUCY1A1:GUCY1A1,5492
113255783:gene-GUCY1B1:GUCY1B1,3804
113255446:gene-ASIC5:ASIC5,1608
113255447:gene-TDO2:TDO2,6276
113255784:gene-CTSO:CTSO,2755
113255495:gene-LOC113255495:LOC113255495,946
113255496:gene-LOC113255496:LOC113255496,405
113255497:nbis-pseudogene-1215:LOC113255497,620
113255498:nbis-pseudogene-1216:LOC113255498,991
113255836:gene-LOC113255836:LOC113255836,107
113255786:gene-LOC113255786:LOC113255786,579
113255787:gene-PDGFC:PDGFC,3315
125280998:gene-LOC125280998:LOC125280998,5054
113255860:gene-TRNAN-GUU-2:TRNAN-GUU,73
113255791:gene-GLRB:GLRB,3805
113255793:gene-GRIA2:GRIA2,3124
123001099:nbis-pseudogene-2847:LOC123001099,769
113255796:gene-LOC113255796:LOC113255796,364
113255797:gene-GASK1B:GASK1B,4814
113255799:gene-TMEM144:TMEM144,4068
113255798:nbis-pseudogene-1244:LOC113255798,1700
113255448:nbis-pseudogene-1195:LOC113255448,645
113255801:gene-RXFP1:RXFP1,5331
113255804:gene-CUNH4orf46:CUNH4orf46,2773
113255802:gene-ETFDH:ETFDH,4003
113255803:gene-PPID:PPID,2329
113255805:gene-LOC113255805:LOC113255805,1363
113255806:gene-FNIP2:FNIP2,9835
113255808:gene-RAPGEF2:RAPGEF2,11011
123001100:nbis-pseudogene-2848:LOC123001100,761
113255837:gene-LOC113255837:LOC113255837,160
113255501:nbis-pseudogene-1217:LOC113255501,567
113255502:nbis-pseudogene-1218:LOC113255502,1328
113255815:gene-FSTL5:FSTL5,4912
113255841:gene-LOC113255841:LOC113255841,109
113255848:gene-LOC113255848:LOC113255848,105
113255816:gene-NAF1:NAF1,2062
113255818:gene-NPY1R:NPY1R,3592
113255504:gene-NPY5R:NPY5R,1583
113255450:nbis-pseudogene-1196:LOC113255450,510
113255505:gene-TKTL2:TKTL2,1752
113255819:gene-TMA16:TMA16,1783
113255820:gene-MARCHF1:MARCHF1,4968
113255451:nbis-pseudogene-1197:LOC113255451,1028
113255452:nbis-pseudogene-1198:LOC113255452,1077
113255821:gene-APELA:APELA,5709
123001110:nbis-pseudogene-2850:LOC123001110,494
113255507:gene-LOC113255507:LOC113255507,7243
113255453:gene-LOC113255453:LOC113255453,1413
113255508:nbis-pseudogene-1219:LOC113255508,653
113255454:gene-LOC113255454:LOC113255454,1179
113255509:gene-LOC113255509:LOC113255509,1416
113255455:gene-LOC113255455:LOC113255455,522
113255510:gene-LOC113255510:LOC113255510,1563
113255822:gene-TMEM192:TMEM192,7124
113255456:nbis-pseudogene-1199:LOC113255456,449
113255823:gene-KLHL2:KLHL2,3034
123001098:gene-LOC123001098:LOC123001098,8143
113255824:gene-MSMO1:MSMO1,1886
113255825:gene-CPE:CPE,4607
113245522:gene-TLL1:TLL1,8307
113245530:gene-LOC113245530:LOC113245530,151
113245511:nbis-pseudogene-312:LOC113245511,1471
113245477:nbis-pseudogene-306:LOC113245477,535
113245473:nbis-pseudogene-304:LOC113245473,541
113245489:gene-SPOCK3:SPOCK3,3185
113245478:nbis-pseudogene-307:LOC113245478,566
113245475:nbis-pseudogene-305:LOC113245475,1363
113245488:nbis-pseudogene-311:LOC113245488,311
113245462:nbis-pseudogene-303:LOC113245462,489
113245480:gene-ANXA10:ANXA10,1812
113245491:gene-LOC113245491:LOC113245491,107
113245509:gene-DDX60:DDX60,6219
113245481:gene-LOC113245481:LOC113245481,612
113245482:nbis-pseudogene-308:LOC113245482,620
113245455:gene-PALLD:PALLD,7605
125281013:gene-LOC125281013:LOC125281013,17145
113245456:gene-CBR4:CBR4,12089
113245483:nbis-pseudogene-309:LOC113245483,1109
113245461:gene-SH3RF1:SH3RF1,5347
113245518:gene-LOC113245518:LOC113245518,2848
113245494:gene-NEK1:NEK1,10766
113245500:gene-CLCN3:CLCN3,6410
123000321:nbis-pseudogene-2727:LOC123000321,479
113245524:gene-LOC113245524:LOC113245524,1250
130543352:gene-LOC130543352:LOC130543352,1307
113245493:gene-MFAP3L:MFAP3L,6533
113245527:gene-LOC113245527:LOC113245527,3959
113245470:gene-AADAT:AADAT,1830
130543353:gene-LOC130543353:LOC130543353,3914
113245485:nbis-pseudogene-310:LOC113245485,1217
125281005:nbis-pseudogene-3038:LOC125281005,3074
113245486:gene-G6PD:G6PD,1308
113248993:gene-LOC113248993:LOC113248993,103
113269900:gene-GALNTL6:GALNTL6,2941
113269902:gene-LOC113269902:LOC113269902,4987
113269901:gene-GALNT7:GALNT7,2236
113269903:gene-HMGB2:HMGB2,1138
123002105:gene-LOC123002105:LOC123002105,1325
113269904:gene-SAP30:SAP30,7436
113269906:gene-SCRG1:SCRG1,1009
113269908:gene-LOC113269908:LOC113269908,2617
123002106:gene-LOC123002106:LOC123002106,2350
113269909:gene-HAND2:HAND2,1405
113269910:gene-LOC113269910:LOC113269910,6001
113270023:nbis-pseudogene-2604:LOC113270023,1429
123002113:gene-LOC123002113:LOC123002113,922
130543354:gene-LOC130543354:LOC130543354,6012
123002110:gene-LOC123002110:LOC123002110,1429
113270024:nbis-pseudogene-2605:LOC113270024,1930
130543355:gene-LOC130543355:LOC130543355,1661
130543356:gene-LOC130543356:LOC130543356,4729
113269912:gene-FBXO8:FBXO8,1504
113269911:gene-CEP44:CEP44,3133
113269915:gene-HPGD:HPGD,6933
130543357:gene-LOC130543357:LOC130543357,2535
113269917:gene-GLRA3:GLRA3,1404
113270026:nbis-pseudogene-2606:LOC113270026,2352
113270053:gene-ADAM29:ADAM29,2619
113270080:nbis-pseudogene-2621:LOC113270080,101
113270027:nbis-pseudogene-2607:LOC113270027,531
113270028:gene-LOC113270028:LOC113270028,2232
113270076:nbis-pseudogene-2620:LOC113270076,101
113270029:gene-LOC113270029:LOC113270029,267
113270054:gene-DEFB134:DEFB134,201
113270055:gene-DEFB135:DEFB135,288
113270075:gene-LOC113270075:LOC113270075,132
113269920:gene-CTSB:CTSB,2084
113269919:gene-FDFT1:FDFT1,5142
113269922:gene-NEIL2:NEIL2,2103
113269923:nbis-pseudogene-2603:LOC113269923,1306
113269924:gene-GATA4:GATA4,7287
113269925:gene-BLK:BLK,2417
113269927:gene-FAM167A:FAM167A,4430
113270031:gene-LOC113270031:LOC113270031,1437
113269929:gene-MTMR9:MTMR9,6948
113270032:gene-XKR6:XKR6,2659
130543359:gene-LOC130543359:LOC130543359,29733
113269931:gene-LOC113269931:LOC113269931,351
130543360:gene-LOC130543360:LOC130543360,5719
113269934:gene-PINX1:PINX1,1458
113269935:gene-SOX7:SOX7,3117
113270033:gene-CUNH8orf74:CUNH8orf74,885
113270034:gene-RP1L1:RP1L1,5904
113270035:gene-PRSS55:PRSS55,954
130543361:gene-LOC130543361:LOC130543361,12371
113269936:gene-MSRA:MSRA,1493
130543362:gene-LOC130543362:LOC130543362,1566
113269937:gene-KIF13B:KIF13B,10868
113269939:gene-HMBOX1:HMBOX1,15724
113269938:gene-INTS9:INTS9,2805
113269941:gene-EXTL3:EXTL3,6315
113269942:gene-LOC113269942:LOC113269942,10056
113269945:gene-FZD3:FZD3,3034
113269946:gene-FBXO16:FBXO16,2541
113269947:gene-ZNF395:ZNF395,5217
113269948:gene-PNOC:PNOC,528
113269949:gene-ELP3:ELP3,2889
113270037:gene-NUGGC:NUGGC,2620
113269950:gene-SCARA5:SCARA5,4009
130543363:gene-LOC130543363:LOC130543363,11603
113269951:gene-PBK:PBK,1600
113269952:gene-ESCO2:ESCO2,3459
113269953:gene-CCDC25:CCDC25,4551
113270038:gene-SCARA3:SCARA3,4580
125281014:nbis-pseudogene-3039:LOC125281014,2472
113269954:gene-CLU:CLU,2223
113270039:gene-LOC113270039:LOC113270039,2475
113269956:gene-EPHX2:EPHX2,2584
113270058:gene-CHRNA2:CHRNA2,4998
113269957:gene-PTK2B:PTK2B,4209
113270081:gene-TRNAK-CUU-6:TRNAK-CUU,73
113269958:gene-TRIM35:TRIM35,3550
113270040:nbis-pseudogene-2608:LOC113270040,1175
113269960:gene-STMN4:STMN4,672
113270041:gene-LOC113270041:LOC113270041,270
113270042:nbis-pseudogene-2609:LOC113270042,779
113269961:gene-ADRA1A:ADRA1A,9599
125280999:gene-LOC125280999:LOC125280999,1930
113269963:gene-DPYSL2:DPYSL2,5268
113270062:gene-PNMA2:PNMA2,1095
113270044:nbis-pseudogene-2610:LOC113270044,681
113269964:gene-BNIP3L:BNIP3L,3685
113270045:nbis-pseudogene-2611:LOC113270045,251
113269966:gene-PPP2R2A:PPP2R2A,2512
113270046:nbis-pseudogene-2612:LOC113270046,662
113270064:nbis-pseudogene-2616:LOC113270064,361
130543312:gene-LOC130543312:LOC130543312,3460
113269967:gene-EBF2:EBF2,9887
123002107:gene-LOC123002107:LOC123002107,707
113269969:gene-CDCA2:CDCA2,4013
113269970:gene-KCTD9:KCTD9,3226
113270065:gene-GNRH1:GNRH1,291
113269972:gene-DOCK5:DOCK5,10794
113269973:gene-NEFL:NEFL,3591
113269974:gene-NEFM:NEFM,3089
130543365:gene-LOC130543365:LOC130543365,5780
113270047:gene-ADAM7:ADAM7,2685
113269976:gene-ADAMDEC1:ADAMDEC1,2134
113270048:gene-ADAM28:ADAM28,3032
113270049:nbis-pseudogene-2613:LOC113270049,943
113270050:nbis-pseudogene-2614:LOC113270050,667
113270066:nbis-pseudogene-2617:LOC113270066,419
113269977:gene-STC1:STC1,1455
113270078:gene-LOC113270078:LOC113270078,104
113270067:gene-NKX2-6:NKX2-6,909
113270069:gene-NKX3-1:NKX3-1,1699
113269979:gene-SLC25A37:SLC25A37,3141
113269982:gene-ENTPD4:ENTPD4,6278
113269984:gene-LOC113269984:LOC113269984,1606
113269985:gene-LOXL2:LOXL2,4162
130543366:gene-LOC130543366:LOC130543366,2756
113269986:gene-R3HCC1:R3HCC1,2413
113269987:gene-CHMP7:CHMP7,2855
113269988:gene-RHOBTB2:RHOBTB2,5395
113269994:gene-PEBP4:PEBP4,1033
113269992:gene-EGR3:EGR3,4391
113269993:gene-BIN3:BIN3,4378
130543367:gene-LOC130543367:LOC130543367,10470
130543368:gene-LOC130543368:LOC130543368,1057
113269989:gene-CCAR2:CCAR2,3876
113269990:gene-CUNH8orf58:CUNH8orf58,3945
113269998:gene-PDLIM2:PDLIM2,1998
113270000:gene-SORBS3:SORBS3,3403
113270001:gene-PPP3CC:PPP3CC,2243
113270077:gene-LOC113270077:LOC113270077,107
113270002:gene-SLC39A14:SLC39A14,5336
113270003:gene-PIWIL2:PIWIL2,4399
113270004:gene-POLR3D:POLR3D,4761
113270005:gene-PHYHIP:PHYHIP,2959
113270006:gene-BMP1:BMP1,3979
113270008:gene-SFTPC:SFTPC,876
113270007:gene-LGI3:LGI3,3396
113270009:gene-REEP4:REEP4,1731
123002111:gene-HRURF:HRURF,550
113270010:gene-HR:HR,4996
113270012:gene-NUDT18:NUDT18,2869
113270011:gene-FHIP2B:FHIP2B,3928
130543369:gene-LOC130543369:LOC130543369,2518
113270013:gene-DMTN:DMTN,3617
113270070:gene-FGF17:FGF17,651
113270051:gene-NPM2:NPM2,657
113270014:gene-XPO7:XPO7,7874
113270015:gene-DOK2:DOK2,7486
113270017:gene-GFRA2:GFRA2,4851
113270071:nbis-pseudogene-2618:LOC113270071,156
113270072:nbis-pseudogene-2619:LOC113270072,927
113270079:gene-LOC113270079:LOC113270079,104
113270019:gene-LZTS1:LZTS1,5900
113270020:gene-ATP6V1B2:ATP6V1B2,2877
113270073:gene-SLC18A1:SLC18A1,1609
113270052:nbis-pseudogene-2615:LOC113270052,1050
130543370:gene-LOC130543370:LOC130543370,1008
113270022:gene-LPL:LPL,4172
130543315:gene-LOC130543315:LOC130543315,851
130543316:gene-LOC130543316:LOC130543316,850
130543317:gene-LOC130543317:LOC130543317,849
130543318:gene-LOC130543318:LOC130543318,768
130543371:gene-LOC130543371:LOC130543371,382
130543372:gene-LOC130543372:LOC130543372,619
130543319:gene-LOC130543319:LOC130543319,1141
130543320:gene-LOC130543320:LOC130543320,357
130541924:gene-LOC130541924:LOC130541924,4654
130541922:gene-LOC130541922:LOC130541922,153
130541923:gene-LOC130541923:LOC130541923,1869
130542830:gene-LOC130542830:LOC130542830,1869
130542824:gene-LOC130542824:LOC130542824,153
130542842:gene-LOC130542842:LOC130542842,4652
130542831:gene-LOC130542831:LOC130542831,1869
130542835:gene-LOC130542835:LOC130542835,153
130542843:gene-LOC130542843:LOC130542843,4652
130542832:gene-LOC130542832:LOC130542832,1869
130542846:gene-LOC130542846:LOC130542846,153
130542844:gene-LOC130542844:LOC130542844,4652
130542833:gene-LOC130542833:LOC130542833,1869
130542852:gene-LOC130542852:LOC130542852,153
130542841:gene-LOC130542841:LOC130542841,4652
130542834:gene-LOC130542834:LOC130542834,1869
130542853:gene-LOC130542853:LOC130542853,153
130542845:gene-LOC130542845:LOC130542845,4652
130542836:gene-LOC130542836:LOC130542836,1869
130542825:gene-LOC130542825:LOC130542825,153
130542847:gene-LOC130542847:LOC130542847,4652
130542837:gene-LOC130542837:LOC130542837,1869
130542826:gene-LOC130542826:LOC130542826,153
130542848:gene-LOC130542848:LOC130542848,4652
130542838:gene-LOC130542838:LOC130542838,1869
130542827:gene-LOC130542827:LOC130542827,153
130542849:gene-LOC130542849:LOC130542849,4652
130542839:gene-LOC130542839:LOC130542839,1869
130542828:gene-LOC130542828:LOC130542828,153
130542850:gene-LOC130542850:LOC130542850,4652
130542840:gene-LOC130542840:LOC130542840,1869
130542829:gene-LOC130542829:LOC130542829,153
130542851:gene-LOC130542851:LOC130542851,4652
130542823:gene-LOC130542823:LOC130542823,1549
113270690:nbis-pseudogene-2657:LOC113270690,1085
130542298:gene-LOC130542298:LOC130542298,2103
123002165:gene-LOC123002165:LOC123002165,794
113270658:gene-SAMD11:SAMD11,6426
113270660:gene-NOC2L:NOC2L,2898
113270656:gene-KLHL17:KLHL17,2933
113270657:gene-PLEKHN1:PLEKHN1,3152
113270689:gene-PERM1:PERM1,4076
113270655:gene-HES4:HES4,9134
113270654:gene-ISG15:ISG15,688
113270653:gene-AGRN:AGRN,7402
113270688:gene-LOC113270688:LOC113270688,1642
113270687:gene-RNF223:RNF223,1740
113270651:gene-CUNH1orf159:CUNH1orf159,13088
130542316:gene-LOC130542316:LOC130542316,3195
113270650:gene-TTLL10:TTLL10,2093
113270649:gene-TNFRSF18:TNFRSF18,702
113270648:gene-TNFRSF4:TNFRSF4,4521
113270647:gene-SDF4:SDF4,1841
113270686:gene-B3GALT6:B3GALT6,5076
113270646:gene-C1QTNF12:C1QTNF12,1351
113270645:gene-UBE2J2:UBE2J2,1335
113270685:gene-SCNN1D:SCNN1D,2455
113270644:gene-ACAP3:ACAP3,3911
113270640:gene-PUSL1:PUSL1,1631
113270639:gene-INTS11:INTS11,2250
123002166:nbis-pseudogene-3001:LOC123002166,475
113270641:gene-CPTP:CPTP,1844
113270638:gene-TAS1R3:TAS1R3,4185
113270636:gene-DVL1:DVL1,3205
113270635:gene-MXRA8:MXRA8,2240
125283066:gene-LOC125283066:LOC125283066,5123
113270634:gene-AURKAIP1:AURKAIP1,4689
113270633:gene-CCNL2:CCNL2,3028
113270632:gene-MRPL20:MRPL20,4105
130542328:gene-LOC130542328:LOC130542328,693
113270631:gene-LOC113270631:LOC113270631,393
113270630:gene-TMEM88B:TMEM88B,940
113270629:gene-VWA1:VWA1,2475
113270627:gene-ATAD3A:ATAD3A,2654
113270628:gene-TMEM240:TMEM240,1367
113270626:gene-SSU72:SSU72,2549
130542302:gene-LOC130542302:LOC130542302,755
113270684:gene-FNDC10:FNDC10,2326
113270625:nbis-pseudogene-2653:LOC113270625,1115
113270683:gene-LOC113270683:LOC113270683,1881
113270623:gene-MIB2:MIB2,3264
113270624:gene-MMP23B:MMP23B,2538
113270622:gene-LOC113270622:LOC113270622,2563
113270621:gene-SLC35E2B:SLC35E2B,10427
113270619:gene-NADK:NADK,4382
113270618:gene-GNB1:GNB1,9103
130542306:gene-LOC130542306:LOC130542306,302
113270682:gene-CALML6:CALML6,723
113270703:gene-TMEM52:TMEM52,999
113270617:gene-CFAP74:CFAP74,5639
113270616:gene-GABRD:GABRD,1828
113270615:gene-PRKCZ:PRKCZ,2194
113270681:gene-FAAP20:FAAP20,8214
113270613:gene-SKI:SKI,5256
113270602:gene-MORN1:MORN1,5914
113270608:gene-RER1:RER1,2219
113270605:gene-PEX10:PEX10,2736
113270612:gene-LOC113270612:LOC113270612,2223
113270598:gene-PLCH2:PLCH2,4737
113270600:gene-PANK4:PANK4,2820
113270610:gene-HES5:HES5,1226
113270606:gene-TNFRSF14:TNFRSF14,1624
113270607:gene-PRXL2B:PRXL2B,816
113270601:gene-MMEL1:MMEL1,2615
113270611:gene-TTC34:TTC34,4015
113270603:gene-ACTRT2:ACTRT2,1134
113270599:gene-PRDM16:PRDM16,5881
113270596:gene-ARHGEF16:ARHGEF16,4727
113270595:gene-MEGF6:MEGF6,5746
113270594:gene-TPRG1L:TPRG1L,2031
113270592:gene-WRAP73:WRAP73,1682
113270591:gene-TP73:TP73,2768
113270679:gene-CCDC27:CCDC27,2575
113270590:gene-SMIM1:SMIM1,4027
113270589:gene-LRRC47:LRRC47,3310
125283064:gene-LOC125283064:LOC125283064,4110
113270584:gene-CEP104:CEP104,7947
113270585:gene-DFFB:DFFB,3877
113270587:gene-CUNH1orf174:CUNH1orf174,1322
113270583:gene-AJAP1:AJAP1,1398
130542310:gene-LOC130542310:LOC130542310,3113
113270582:gene-NPHP4:NPHP4,5162
113270580:gene-KCNAB2:KCNAB2,4469
113270579:gene-CHD5:CHD5,6719
113270578:gene-RPL22:RPL22,538
113270576:gene-RNF207:RNF207,4515
113270577:gene-ICMT:ICMT,4179
113270575:gene-HES3:HES3,2331
113270574:gene-GPR153:GPR153,4138
113270572:gene-ACOT7:ACOT7,1903
113270678:gene-HES2:HES2,711
113270570:gene-ESPN:ESPN,3349
113270571:gene-TNFRSF25:TNFRSF25,1598
113270569:gene-PLEKHG5:PLEKHG5,4425
113270568:gene-NOL9:NOL9,5157
113270567:gene-TAS1R1:TAS1R1,2646
113270565:gene-ZBTB48:ZBTB48,2274
113270566:gene-KLHL21:KLHL21,4913
113270564:gene-PHF13:PHF13,3650
113270563:gene-THAP3:THAP3,1303
113270562:gene-DNAJC11:DNAJC11,3545
113270712:gene-LOC113270712:LOC113270712,102
113270560:gene-LOC113270560:LOC113270560,2597
113270559:gene-CAMTA1:CAMTA1,54527
113270558:gene-LOC113270558:LOC113270558,6178
113270716:gene-LOC113270716:LOC113270716,107
113270557:gene-VAMP3:VAMP3,3036
113270676:gene-PER3:PER3,2544
113270675:gene-UTS2:UTS2,378
113270556:gene-TNFRSF9:TNFRSF9,4111
113270555:gene-PARK7:PARK7,1209
130542275:gene-LOC130542275:LOC130542275,190
113270715:gene-LOC113270715:LOC113270715,104
113270554:gene-ERRFI1:ERRFI1,5459
125283068:gene-LOC125283068:LOC125283068,9984
123002171:gene-LOC123002171:LOC123002171,9306
113270552:gene-SLC45A1:SLC45A1,2418
113270548:gene-RERE:RERE,23879
113270719:gene-TRNAR-CCU-21:TRNAR-CCU,73
123002168:nbis-pseudogene-3003:LOC123002168,429
113270674:nbis-pseudogene-2656:LOC113270674,1176
113270550:gene-LOC113270550:LOC113270550,389
113270547:gene-ENO1:ENO1,1889
113270546:gene-CA6:CA6,1322
113270673:gene-LOC113270673:LOC113270673,1590
113270544:gene-SLC2A5:SLC2A5,2308
125283073:gene-LOC125283073:LOC125283073,476
113270672:gene-GPR157:GPR157,3732
123002173:gene-LOC123002173:LOC123002173,642
123002172:gene-LOC123002172:LOC123002172,4913
113270543:gene-H6PD:H6PD,10219
113270542:gene-SPSB1:SPSB1,4346
113270541:gene-LOC113270541:LOC113270541,4514
113270540:gene-SLC25A33:SLC25A33,2101
113270539:gene-TMEM201:TMEM201,4159
113270537:gene-PIK3CD:PIK3CD,8330
113270538:gene-CLSTN1:CLSTN1,4550
113270711:gene-LOC113270711:LOC113270711,125
113270536:gene-CTNNBIP1:CTNNBIP1,3231
113270530:gene-LZIC:LZIC,5012
113270528:gene-NMNAT1:NMNAT1,5426
113270531:gene-RBP7:RBP7,3775
113270527:gene-UBE4B:UBE4B,11142
113270521:gene-KIF1B:KIF1B,15486
113270524:gene-LOC113270524:LOC113270524,1805
113270522:gene-PGD:PGD,1995
113270525:gene-CENPS:CENPS,868
113270520:gene-DFFA:DFFA,1637
113270518:gene-PEX14:PEX14,2274
113270705:gene-LOC113270705:LOC113270705,105
113270517:gene-CASZ1:CASZ1,8541
113270706:nbis-pseudogene-2659:LOC113270706,75
113270514:gene-TARDBP:TARDBP,4463
113270516:gene-MASP2:MASP2,4001
113270515:gene-SRM:SRM,1295
113270513:gene-EXOSC10:EXOSC10,2868
113270510:gene-MTOR:MTOR,8703
113270512:gene-ANGPTL7:ANGPTL7,2312
113270509:gene-UBIAD1:UBIAD1,3642
130542317:gene-LOC130542317:LOC130542317,3100
113270700:gene-DISP3:DISP3,4182
123002167:nbis-pseudogene-3002:LOC123002167,321
113270507:gene-FBXO2:FBXO2,1170
113270508:gene-FBXO44:FBXO44,1985
113270505:gene-FBXO6:FBXO6,1525
113270506:gene-MAD2L2:MAD2L2,1059
113270504:gene-DRAXIN:DRAXIN,1116
113270707:gene-LOC113270707:LOC113270707,183
113270503:gene-AGTRAP:AGTRAP,2209
113270500:gene-CUNH1orf167:CUNH1orf167,5787
113270501:gene-MTHFR:MTHFR,7158
113270499:gene-CLCN6:CLCN6,5953
113270670:gene-NPPA:NPPA,891
113270669:gene-NPPB:NPPB,768
113270713:gene-LOC113270713:LOC113270713,117
130542300:gene-LOC130542300:LOC130542300,2138
113270498:gene-KIAA2013:KIAA2013,2331
113270497:gene-PLOD1:PLOD1,3050
113270495:gene-MFN2:MFN2,5106
113270494:gene-MIIP:MIIP,1811
113270668:nbis-pseudogene-2655:LOC113270668,1157
113270667:gene-TNFRSF8:TNFRSF8,3767
113270492:gene-TNFRSF1B:TNFRSF1B,3263
113270491:gene-VPS13D:VPS13D,29002
130542322:gene-LOC130542322:LOC130542322,3744
113270489:gene-DHRS3:DHRS3,2556
